abstract,field,search_word,title
"  Text-based games (TBG) have emerged as promising environments for driving
research in grounded language understanding and studying problems like
generalization and sample efficiency. Several deep reinforcement learning (RL)
methods with varying architectures and learning schemes have been proposed for
TBGs. However, these methods fail to generalize efficiently, especially under
distributional shifts. In a departure from deep RL approaches, in this paper,
we propose a general method inspired by case-based reasoning to train agents
and generalize out of the training distribution. The case-based reasoner
collects instances of positive experiences from the agent's interaction with
the world in the past and later reuses the collected experiences to act
efficiently. The method can be applied in conjunction with any existing
on-policy neural agent in the literature for TBGs. Our experiments show that
the proposed approach consistently improves existing methods, obtains good
out-of-distribution generalization, and achieves new state-of-the-art results
on widely used environments.

    ", Computation and Language,reinforcement learning,Case-based Reasoning for Better Generalization in Text-Adventure Games
"  Modern communications are usually designed to pursue a higher bit-level
precision and fewer bits required to transmit a message. This article rethinks
these two major features and introduces the concept and advantage of semantics
that characterizes a new kind of semantics-aware communication mechanism,
incorporating both the semantic encoding and the semantic communication
problem. Within the unified framework, we analyze the underlying defects of
existing semantics-aware techniques and establish a confidence-based
distillation mechanism for the joint semantics-noise coding (JSNC) problem, and
a reinforcement learning (RL)-powered semantic communication paradigm that
endows a system the ability to convey the semantics instead of pursuing the bit
level accuracy. On top of these technical contributions, this work provides a
new insight to understand how the semantics are processed and represented in a
semantics-aware coding and communication system, and verifies the significant
benefits of doing so.

    ", Signal Processing,reinforcement learning,Rethinking Modern Communication from Semantic Coding to Semantic Communication
"  In multi-agent reinforcement learning (MARL), it is challenging for a
collection of agents to learn complex temporally extended tasks. The
difficulties lie in computational complexity and how to learn the high-level
ideas behind reward functions. We study the graph-based Markov Decision Process
(MDP) where the dynamics of neighboring agents are coupled. We use a reward
machine (RM) to encode each agent's task and expose reward function internal
structures. RM has the capacity to describe high-level knowledge and encode
non-Markovian reward functions. We propose a decentralized learning algorithm
to tackle computational complexity, called decentralized graph-based
reinforcement learning using reward machines (DGRM), that equips each agent
with a localized policy, allowing agents to make decisions independently, based
on the information available to the agents. DGRM uses the actor-critic
structure, and we introduce the tabular Q-function for discrete state problems.
We show that the dependency of Q-function on other agents decreases
exponentially as the distance between them increases. Furthermore, the
complexity of DGRM is related to the local information size of the largest
$\kappa$-hop neighborhood, and DGRM can find an
$O(\rho^{\kappa+1})$-approximation of a stationary point of the objective
function. To further improve efficiency, we also propose the deep DGRM
algorithm, using deep neural networks to approximate the Q-function and policy
function to solve large-scale or continuous state problems. The effectiveness
of the proposed DGRM algorithm is evaluated by two case studies, UAV package
delivery and COVID-19 pandemic mitigation. Experimental results show that local
information is sufficient for DGRM and agents can accomplish complex tasks with
the help of RM. DGRM improves the global accumulated reward by 119% compared to
the baseline in the case of COVID-19 pandemic mitigation.

    ", Multiagent Systems,reinforcement learning,Decentralized Graph-Based Multi-Agent Reinforcement Learning Using Reward Machines
"  In human pedagogy, teachers and students can interact adaptively to maximize
communication efficiency. The teacher adjusts her teaching method for different
students, and the student, after getting familiar with the teacher's
instruction mechanism, can infer the teacher's intention to learn faster.
Recently, the benefits of integrating this cooperative pedagogy into machine
concept learning in discrete spaces have been proved by multiple works.
However, how cooperative pedagogy can facilitate machine parameter learning
hasn't been thoroughly studied. In this paper, we propose a gradient
optimization based teacher-aware learner who can incorporate teacher's
cooperative intention into the likelihood function and learn provably faster
compared with the naive learning algorithms used in previous machine teaching
works. We give theoretical proof that the iterative teacher-aware learning
(ITAL) process leads to local and global improvements. We then validate our
algorithms with extensive experiments on various tasks including regression,
classification, and inverse reinforcement learning using synthetic and real
data. We also show the advantage of modeling teacher-awareness when agents are
learning from human teachers.

    ", Machine Learning,reinforcement learning,Iterative Teacher-Aware Learning
"  Sarcasm is the use of words usually used to either mock or annoy someone, or
for humorous purposes. Sarcasm is largely used in social networks and
microblogging websites, where people mock or censure in a way that makes it
difficult even for humans to tell if what is said is what is meant. Failure to
identify sarcastic utterances in Natural Language Processing applications such
as sentiment analysis and opinion mining will confuse classification algorithms
and generate false results. Several studies on sarcasm detection have utilized
different learning algorithms. However, most of these learning models have
always focused on the contents of expression only, leaving the contextual
information in isolation. As a result, they failed to capture the contextual
information in the sarcastic expression. Moreover, some datasets used in
several studies have an unbalanced dataset which impacting the model result. In
this paper, we propose a contextual model for sarcasm identification in twitter
using RoBERTa, and augmenting the dataset by applying Global Vector
representation (GloVe) for the construction of word embedding and context
learning to generate more data and balancing the dataset. The effectiveness of
this technique is tested with various datasets and data augmentation settings.
In particular, we achieve performance gain by 3.2% in the iSarcasm dataset when
using data augmentation to increase 20% of data labeled as sarcastic, resulting
F-score of 40.4% compared to 37.2% without data augmentation.

    ", Computation and Language,natural language processing,Sarcasm Detection in Twitter -- Performance Impact while using Data Augmentation: Word Embeddings
"  Facial action unit (FAU) intensities are popular descriptors for the analysis
of facial behavior. However, FAUs are sparsely represented when only a few are
activated at a time. In this study, we explore the possibility of representing
the dynamics of facial expressions by adopting algorithms used for word
representation in natural language processing. Specifically, we perform
clustering on a large dataset of temporal facial expressions with 5.3M frames
before applying the Global Vector representation (GloVe) algorithm to learn the
embeddings of the facial clusters. We evaluate the usefulness of our learned
representations on two downstream tasks: schizophrenia symptom estimation and
depression severity regression. These experimental results show the potential
effectiveness of our approach for improving the assessment of mental health
symptoms over baseline models that use FAU intensities alone.

    ", Computer Vision and Pattern Recognition,natural language processing,Modeling Dynamics of Facial Behavior for Mental Health Assessment
"  The Bidirectional Encoder Representations from Transformers (BERT) model has
been radically improving the performance of many Natural Language Processing
(NLP) tasks such as Text Classification and Named Entity Recognition (NER)
applications. However, it is challenging to scale BERT for low-latency and
high-throughput industrial use cases due to its enormous size. We successfully
optimize a Query-Title Relevance (QTR) classifier for deployment via a compact
model, which we name BERT Bidirectional Long Short-Term Memory (BertBiLSTM).
The model is capable of inferring an input in at most 0.2ms on CPU. BertBiLSTM
exceeds the off-the-shelf BERT model's performance in terms of accuracy and
efficiency for the aforementioned real-world production task. We achieve this
result in two phases. First, we create a pre-trained model, called eBERT, which
is the original BERT architecture trained with our unique item title corpus. We
then fine-tune eBERT for the QTR task. Second, we train the BertBiLSTM model to
mimic the eBERT model's performance through a process called Knowledge
Distillation (KD) and show the effect of data augmentation to achieve the
resembling goal. Experimental results show that the proposed model outperforms
other compact and production-ready models.

    ", Computation and Language,natural language processing,Deploying a BERT-based Query-Title Relevance Classifier in a Production System: a View from the Trenches
"  In the field of inorganic materials science, there is a growing demand to
extract knowledge such as physical properties and synthesis processes of
materials by machine-reading a large number of papers. This is because
materials researchers refer to many papers in order to come up with promising
terms of experiments for material synthesis. However, there are only a few
systems that can extract material names and their properties. This study
proposes a large-scale natural language processing (NLP) pipeline for
extracting material names and properties from materials science literature to
enable the search and retrieval of results in materials science. Therefore, we
propose a label definition for extracting material names and properties and
accordingly build a corpus containing 836 annotated paragraphs extracted from
301 papers for training a named entity recognition (NER) model. Experimental
results demonstrate the utility of this NER model; it achieves successful
extraction with a micro-F1 score of 78.1%. To demonstrate the efficacy of our
approach, we present a thorough evaluation on a real-world automatically
annotated corpus by applying our trained NER model to 12,895 materials science
papers. We analyze the trend in materials science by visualizing the outputs of
the NLP pipeline. For example, the country-by-year analysis indicates that in
recent years, the number of papers on ""MoS2,"" a material used in perovskite
solar cells, has been increasing rapidly in China but decreasing in the United
States. Further, according to the conditions-by-year analysis, the processing
temperature of the catalyst material ""PEDOT:PSS"" is shifting below 200 degree,
and the number of reports with a processing time exceeding 5 h is increasing
slightly.

    ", Computation and Language,natural language processing,Analyzing Research Trends in Inorganic Materials Literature Using NLP
"  Recognizing causal elements and causal relations in text is one of the
challenging issues in natural language processing; specifically, in low
resource languages such as Persian. In this research we prepare a causality
human annotated corpus for the Persian language which consists of 4446
sentences and 5128 causal relations and three labels of cause, effect and
causal mark -- if possibl -- are specified for each relation. We have used this
corpus to train a system for detecting causal elements boundaries. Also, we
present a causality detection benchmark for three machine learning methods and
two deep learning systems based on this corpus. Performance evaluations
indicate that our best total result is obtained through CRF classifier which
has F-measure of 0.76 and the best accuracy obtained through Bi-LSTM-CRF deep
learning method with Accuracy equal to %91.4.

    ", Computation and Language,natural language processing,Persian Causality Corpus (PerCause) and the Causality Detection Benchmark
"  Person re-identification (ReID) aims to re-identify a person from
non-overlapping camera views. Since person ReID data contains sensitive
personal information, researchers have adopted federated learning, an emerging
distributed training method, to mitigate the privacy leakage risks. However,
existing studies rely on data labels that are laborious and time-consuming to
obtain. We present FedUReID, a federated unsupervised person ReID system to
learn person ReID models without any labels while preserving privacy. FedUReID
enables in-situ model training on edges with unlabeled data. A cloud server
aggregates models from edges instead of centralizing raw data to preserve data
privacy. Moreover, to tackle the problem that edges vary in data volumes and
distributions, we personalize training in edges with joint optimization of
cloud and edge. Specifically, we propose personalized epoch to reassign
computation throughout training, personalized clustering to iteratively predict
suitable labels for unlabeled data, and personalized update to adapt the server
aggregated model to each edge. Extensive experiments on eight person ReID
datasets demonstrate that FedUReID not only achieves higher accuracy but also
reduces computation cost by 29%. Our FedUReID system with the joint
optimization will shed light on implementing federated learning to more
multimedia tasks without data labels.

    "," Distributed, Parallel, and Cluster Computing",unsupervised learning,Joint Optimization in Edge-Cloud Continuum for Federated Unsupervised Person Re-identification
"  Continual Learning (CL) investigates how to train Deep Networks on a stream
of tasks without incurring catastrophic forgetting. CL settings proposed in the
literature assume that every incoming example is paired with ground-truth
annotations. However, this clashes with many real-world applications: gathering
labeled data, which is in itself tedious and expensive, becomes indeed
infeasible when data flow as a stream and must be consumed in real-time. This
work explores Weakly Supervised Continual Learning (WSCL): here, only a small
fraction of labeled input examples are shown to the learner. We assess how
current CL methods (e.g.: EWC, LwF, iCaRL, ER, GDumb, DER) perform in this
novel and challenging scenario, in which overfitting entangles forgetting.
Subsequently, we design two novel WSCL methods which exploit metric learning
and consistency regularization to leverage unsupervised data while learning. In
doing so, we show that not only our proposals exhibit higher flexibility when
supervised information is scarce, but also that less than 25% labels can be
enough to reach or even outperform SOTA methods trained under full supervision.

    ", Machine Learning,unsupervised learning,Weakly Supervised Continual Learning
"  Disentangled visual representations have largely been studied with generative
models such as Variational AutoEncoders (VAEs). While prior work has focused on
generative methods for disentangled representation learning, these approaches
do not scale to large datasets due to current limitations of generative models.
Instead, we explore regularization methods with contrastive learning, which
could result in disentangled representations that are powerful enough for large
scale datasets and downstream applications. However, we find that unsupervised
disentanglement is difficult to achieve due to optimization and initialization
sensitivity, with trade-offs in task performance. We evaluate disentanglement
with downstream tasks, analyze the benefits and disadvantages of each
regularization used, and discuss future directions.

    ", Computer Vision and Pattern Recognition,unsupervised learning,Unsupervised Disentanglement without Autoencoding: Pitfalls and Future Directions
"  This paper investigates the problem of reconstructing hyperspectral (HS)
images from single RGB images captured by commercial cameras, \textbf{without}
using paired HS and RGB images during training. To tackle this challenge, we
propose a new lightweight and end-to-end learning-based framework.
Specifically, on the basis of the intrinsic imaging degradation model of RGB
images from HS images, we progressively spread the differences between input
RGB images and re-projected RGB images from recovered HS images via effective
unsupervised camera spectral response function estimation. To enable the
learning without paired ground-truth HS images as supervision, we adopt the
adversarial learning manner and boost it with a simple yet effective
$\mathcal{L}_1$ gradient clipping scheme. Besides, we embed the semantic
information of input RGB images to locally regularize the unsupervised
learning, which is expected to promote pixels with identical semantics to have
consistent spectral signatures. In addition to conducting quantitative
experiments over two widely-used datasets for HS image reconstruction from
synthetic RGB images, we also evaluate our method by applying recovered HS
images from real RGB images to HS-based visual tracking. Extensive results show
that our method significantly outperforms state-of-the-art unsupervised methods
and even exceeds the latest supervised method under some settings. The source
code is public available at
", Computer Vision and Pattern Recognition,unsupervised learning,Semantic-embedded Unsupervised Spectral Reconstruction from Single RGB Images in the Wild
"  Most publicly available datasets for image classification are with single
labels, while images are inherently multi-labeled in our daily life. Such an
annotation gap makes many pre-trained single-label classification models fail
in practical scenarios. This annotation issue is more concerned for aerial
images: Aerial data collected from sensors naturally cover a relatively large
land area with multiple labels, while annotated aerial datasets, which are
publicly available (e.g., UCM, AID), are single-labeled. As manually annotating
multi-label aerial images would be time/labor-consuming, we propose a novel
self-correction integrated domain adaptation (SCIDA) method for automatic
multi-label learning. SCIDA is weakly supervised, i.e., automatically learning
the multi-label image classification model from using massive, publicly
available single-label images. To achieve this goal, we propose a novel
Label-Wise self-Correction (LWC) module to better explore underlying label
correlations. This module also makes the unsupervised domain adaptation (UDA)
from single- to multi-label data possible. For model training, the proposed
model only uses single-label information yet requires no prior knowledge of
multi-labeled data; and it predicts labels for multi-label aerial images. In
our experiments, trained with single-labeled MAI-AID-s and MAI-UCM-s datasets,
the proposed model is tested directly on our collected Multi-scene Aerial Image
(MAI) dataset.

    ", Computer Vision and Pattern Recognition,unsupervised learning,SCIDA: Self-Correction Integrated Domain Adaptation from Single- to Multi-label Aerial Images
"  We establish a connection between knot theory and cluster algebras via
representation theory. To every knot diagram (or link diagram), we associate a
cluster algebra by constructing a quiver with potential. The rank of the
cluster algebra is $2n$, where $n$ is the number of crossing points in the knot
diagram. We then construct $2n$ indecomposable modules $T(i)$ over the Jacobian
algebra of the quiver with potential. For each $T(i)$, we show that the
submodule lattice is isomorphic to the corresponding lattice of Kauffman
states. We then give a realization of the Alexander polynomial of the knot as a
specialization of the $F$-polynomial of $T(i)$, for every $i$. Furthermore, we
conjecture that the collection of the $T(i)$ forms a cluster in the cluster
algebra whose quiver is isomorphic to the opposite of the initial quiver, and
that the resulting cluster automorphism is of order two.

    ", Representation Theory,clustering,Knot theory and cluster algebras
"  The $\beta$-exponential inflation is driven by a class of primordial
potentials, derived in the framework of braneworld scenarios, that generalizes
the well-known power law inflation. In this paper we update previous
constraints on the minimal coupled $\beta$-exponential model [1] and extend the
results also deriving the equations for the non-minimal coupled scenario. The
predictions of both models are tested in light of the latest temperature and
polarization maps of the Cosmic Microwave Background and clustering data. We
also compare the predictions of these models with the standard $\Lambda$CDM
model using the deviance information criterion (DIC), and find that the
observational data show a moderate preference for the non-minimally coupled
$\beta$-exponential inflationary model.

    ", Cosmology and Nongalactic Astrophysics,clustering,Constraining non-minimally coupled $β$-exponential inflation with CMB data
"  Minimizing a sum of simple submodular functions of limited support is a
special case of general submodular function minimization that has seen numerous
applications in machine learning. We develop fast techniques for instances
where components in the sum are cardinality-based, meaning they depend only on
the size of the input set. This variant is one of the most widely applied in
practice, encompassing, e.g., common energy functions arising in image
segmentation and recent generalized hypergraph cut functions. We develop the
first approximation algorithms for this problem, where the approximations can
be quickly computed via reduction to a sparse graph cut problem, with graph
sparsity controlled by the desired approximation factor. Our method relies on a
new connection between sparse graph reduction techniques and piecewise linear
approximations to concave functions. Our sparse reduction technique leads to
significant improvements in theoretical runtimes, as well as substantial
practical gains in problems ranging from benchmark image segmentation tasks to
hypergraph clustering problems.

    ", Machine Learning,clustering,Approximate Decomposable Submodular Function Minimization for Cardinality-Based Components
"  There is a known tension between cosmological parameter constraints obtained
from the primary CMB and those from galaxy cluster samples. One possible
explanation could be certain types of groups or clusters of galaxy have been
missed in the past. We aim to search for galaxy groups and clusters with
particularly extended surface brightness distributions, by creating a new X-ray
selected catalog of extended galaxy clusters from the ROSAT All-Sky Survey,
using a dedicated algorithm optimized for extended sources. Through extensive
simulations, the detection efficiency and sample purity are investigated.
Previous cluster catalogs in X-ray and other wave-bands, as well as
spectroscopic and photometric redshifts of galaxies are used for the cluster
identification. We report a catalog of galaxy clusters at high galactic
latitude based on the ROSAT All-sky Survey, named as RXGCC, which includes 944
groups and clusters. Out of it, 641 clusters have been identified through ICM
emission previously (Bronze), 154 known optical and infrared clusters are
detected as X-ray clusters for the first time (Silver), and 149 identified as
clusters for the first time (Gold). Based on 200 simulations, the contamination
ratio of the detections which were identified as clusters by ICM emission, and
the detections which were identified as optical and infrared clusters in
previous work is 0.008 and 0.100, respectively. Compared with Bronze sample,
the Gold+Silver sample is less luminous, less massive, and has a flatter
surface brightness profile. Specifically, the median flux in [0.1-2.4]keV band
for Gold+Silver and Bronze sample is 2.496e-12 erg/s/cm^2 and 4.955e-12
erg/s/cm^2, respectively. The median slope of cluster profile is 0.76 and 0.83
for Gold+Silver and Bronze sample, respectively. This whole sample is available
at ", Cosmology and Nongalactic Astrophysics,clustering,An X-ray selected catalog of extended galaxy clusters from the ROSAT All-Sky Survey (RXGCC)
"  CONCERTO (CarbON CII line in post-rEionisation and ReionisaTiOn) is a large
field-of-view (FoV) spectro-imager that has been installed on the Cassegrain
Cabin of Atacama Pathfinder EXperiment (APEX) telescope in April 2021. CONCERTO
hosts 2 focal planes and a total number of 4000 Kinetic Inductance Detectors
(KID), with an instantaneous FoV of 18.6 arcminutes in the range of 130-310
GHz. The spectral resolution can be easily tuned down to 1 GHz depending on the
scientific target. The scientific program of CONCERTO has many objectives, with
two main programs focused on mapping the fluctuations of the [CII] line
intensity in the reionisation and post-reionisation epoch (4.5<z<8.5), and on
studying galaxy clusters via the thermal and kinetic Sunyaev-Zel'dovich (SZ)
effect. CONCERTO will also measure the dust and molecular gas contents of local
and intermediate-redshift galaxies, it will study the Galactic star-forming
clouds and finally it will observe the CO intensity fluctuations arising from
0.3<z<2 galaxies. The design of the instrument, installation at APEX and
current status of the commissioning phase and science verification will be
presented. Also we describe the deployment and first on-sky tests performed
between April and June 2021.

    ", Instrumentation and Methods for Astrophysics,clustering,CONCERTO at APEX: Installation and first phase of on-sky commissioning
"  Recently, surrogate models based on deep learning have attracted much
attention for engineering analysis and optimization. As the construction of
data pairs in most engineering problems is time-consuming, data acquisition is
becoming the predictive capability bottleneck of most deep surrogate models,
which also exists in surrogate for thermal analysis and design. To address this
issue, this paper develops a physics-informed convolutional neural network
(CNN) for the thermal simulation surrogate. The network can learn a mapping
from heat source layout to the steady-state temperature field without labeled
data, which equals solving an entire family of partial difference equations
(PDEs). To realize the physics-guided training without labeled data, we employ
the heat conduction equation and finite difference method to construct the loss
function. Since the solution is sensitive to boundary conditions, we properly
impose hard constraints by padding in the Dirichlet and Neumann boundary
conditions. In addition, the neural network architecture is well-designed to
improve the prediction precision of the problem at hand, and pixel-level online
hard example mining is introduced to overcome the imbalance of optimization
difficulty in the computation domain. The experiments demonstrate that the
proposed method can provide comparable predictions with numerical method and
data-driven deep learning models. We also conduct various ablation studies to
investigate the effectiveness of the network component and training methods
proposed in this paper.

    ", Machine Learning,convolutional neural networks,Physics-informed Convolutional Neural Networks for Temperature Field Prediction of Heat Source Layout without Labeled Data
"  In this paper, we propose a new approach, hereafter referred as AdaInject,
for the gradient descent optimizers by injecting the curvature information with
adaptive momentum. Specifically, the curvature information is used as a weight
to inject the second order moment in the update rule. The curvature information
is captured through the short-term parameter history. The AdaInject approach
boosts the parameter update by exploiting the curvature information. The
proposed approach is generic in nature and can be integrated with any existing
adaptive momentum stochastic gradient descent optimizers. The effectiveness of
the AdaInject optimizer is tested using a theoretical analysis as well as
through toy examples. We also show the convergence property of the proposed
injection based optimizer. Further, we depict the efficacy of the AdaInject
approach through extensive experiments in conjunction with the state-of-the-art
optimizers, i.e., AdamInject, diffGradInject, RadamInject, and AdaBeliefInject
on four benchmark datasets. Different CNN models are used in the experiments. A
highest improvement in the top-1 classification error rate of $16.54\%$ is
observed using diffGradInject optimizer with ResNeXt29 model over the CIFAR10
dataset. Overall, we observe very promising performance improvement of existing
optimizers with the proposed AdaInject approach.

    ", Machine Learning,convolutional neural networks,Curvature Injected Adaptive Momentum Optimizer for Convolutional Neural Networks
"  Radiation therapy (RT) is widely employed in the clinic for the treatment of
head and neck (HaN) cancers. An essential step of RT planning is the accurate
segmentation of various organs-at-risks (OARs) in HaN CT images. Nevertheless,
segmenting OARs manually is time-consuming, tedious, and error-prone
considering that typical HaN CT images contain tens to hundreds of slices.
Automated segmentation algorithms are urgently required. Recently,
convolutional neural networks (CNNs) have been extensively investigated on this
task. Particularly, 3D CNNs are frequently adopted to process 3D HaN CT images.
There are two issues with naïve 3D CNNs. First, the depth resolution of 3D CT
images is usually several times lower than the in-plane resolution. Direct
employment of 3D CNNs without distinguishing this difference can lead to the
extraction of distorted image features and influence the final segmentation
performance. Second, a severe class imbalance problem exists, and large organs
can be orders of times larger than small organs. It is difficult to
simultaneously achieve accurate segmentation for all the organs. To address
these issues, we propose a novel hybrid CNN that fuses 2D and 3D convolutions
to combat the different spatial resolutions and extract effective edge and
semantic features from 3D HaN CT images. To accommodate large and small organs,
our final model, named OrganNet2.5D, consists of only two instead of the
classic four downsampling operations, and hybrid dilated convolutions are
introduced to maintain the respective field. Experiments on the MICCAI 2015
challenge dataset demonstrate that OrganNet2.5D achieves promising performance
compared to state-of-the-art methods.

    ", Image and Video Processing,convolutional neural networks,A Novel Hybrid Convolutional Neural Network for Accurate Organ Segmentation in 3D Head and Neck CT Images
"  Convolutional Neural Networks (CNNs) are commonly designed for closed set
arrangements, where test instances only belong to some ""Known Known"" (KK)
classes used in training. As such, they predict a class label for a test sample
based on the distribution of the KK classes. However, when used under the Open
Set Recognition (OSR) setup (where an input may belong to an ""Unknown Unknown""
or UU class), such a network will always classify a test instance as one of the
KK classes even if it is from a UU class. As a solution, recently, data
augmentation based on Generative Adversarial Networks(GAN) has been used. In
this work, we propose a novel approach for mining a ""Known UnknownTrainer"" or
KUT set and design a deep OSR Network (OSRNet) to harness this dataset. The
goal isto teach OSRNet the essence of the UUs through KUT set, which is
effectively a collection of mined ""hard Known Unknown negatives"". Once trained,
OSRNet can detect the UUs while maintaining high classification accuracy on
KKs. We evaluate OSRNet on six benchmark datasets and demonstrate it
outperforms contemporary OSR methods.

    ", Computer Vision and Pattern Recognition,convolutional neural networks,A novel network training approach for open set image recognition
"  Forecasting the trajectories of neighbor vehicles is a crucial step for
decision making and motion planning of autonomous vehicles. This paper proposes
a graph-based spatial-temporal convolutional network (GSTCN) to predict future
trajectory distributions of all neighbor vehicles using past trajectories. This
network tackles the spatial interactions using a graph convolutional network
(GCN), and captures the temporal features with a convolutional neural network
(CNN). The spatial-temporal features are encoded and decoded by a gated
recurrent unit (GRU) network to generate future trajectory distributions.
Besides, we propose a weighted adjacency matrix to describe the intensities of
mutual influence between vehicles, and the ablation study demonstrates the
effectiveness of our proposed scheme. Our network is evaluated on two
real-world freeway trajectory datasets: I-80 and US-101 in the Next Generation
Simulation (NGSIM).Comparisons in three aspects, including prediction errors,
model sizes, and inference speeds, show that our network can achieve
state-of-the-art performance.

    ", Machine Learning,convolutional neural networks,Graph-Based Spatial-Temporal Convolutional Network for Vehicle Trajectory Prediction in Autonomous Driving
"  Echo State Networks (ESNs) are a special type of recurrent neural networks
(RNNs), in which the input and recurrent connections are traditionally
generated randomly, and only the output weights are trained. Despite the recent
success of ESNs in various tasks of audio, image and radar recognition, we
postulate that a purely random initialization is not the ideal way of
initializing ESNs. The aim of this work is to propose an unsupervised
initialization of the input connections using the K-Means algorithm on the
training data. We show that for a large variety of datasets this initialization
performs equivalently or superior than a randomly initialized ESN whilst
needing significantly less reservoir neurons. Furthermore, we discuss that this
approach provides the opportunity to estimate a suitable size of the reservoir
based on prior knowledge about the data.

    ", Machine Learning,recurrent neural networks,Cluster-based Input Weight Initialization for Echo State Networks
"  We present in this paper an ultra-low power (ULP) Recurrent Neural Network
(RNN) based classifier for an always-on voice Wake-Up Sensor (WUS) with
performances suitable for real-world applications. The purpose of our sensor is
to bring down by at least a factor 100 the power consumption in background
noise of always-on speech processing algorithms such as Automatic Speech
Recognition, Keyword Spotting, Speaker Verification, etc. Unlike the other
published approaches, we designed our wake-up sensor to be robust to unseen
real-world noises for realistic levels of speech and noise by carefully
designing the dataset and the loss function. We also specifically trained it to
mark only the speech start rather than adopting a traditional Voice Activity
Detection (VAD) approach. We achieve less than 3% No Trigger Rate (NTR) for a
duty cycle less than 1% in challenging background noises pooled using a model
of an analogue front-end. We demonstrate the superiority of RNNs on this task
compared to the other tested approaches, with an estimated power consumption of
45 nW for the RNN itself in 65nm CMOS and a minimal memory footprint of 0.52
kB.

    ", Audio and Speech Processing,recurrent neural networks,An Ultra-low Power RNN Classifier for Always-On Voice Wake-Up Detection Robust to Real-World Scenarios
"  Recently Convolutional Neural Networks have been proposed for Sequence
Modelling tasks such as Image Caption Generation. However, unlike Recurrent
Neural Networks, the performance of Convolutional Neural Networks as Decoders
for Image Caption Generation has not been extensively studied. In this work, we
analyse various aspects of Convolutional Neural Network based Decoders such as
Network complexity and depth, use of Data Augmentation, Attention mechanism,
length of sentences used during training, etc on performance of the model. We
perform experiments using Flickr8k and Flickr30k image captioning datasets and
observe that unlike Recurrent Neural Network based Decoder, Convolutional
Decoder for Image Captioning does not generally benefit from increase in
network depth, in the form of stacked Convolutional Layers, and also the use of
Data Augmentation techniques. In addition, use of Attention mechanism also
provides limited performance gains with Convolutional Decoder. Furthermore, we
observe that Convolutional Decoders show performance comparable with Recurrent
Decoders only when trained using sentences of smaller length which contain up
to 15 words but they have limitations when trained using higher sentence
lengths which suggests that Convolutional Decoders may not be able to model
long-term dependencies efficiently. In addition, the Convolutional Decoder
usually performs poorly on CIDEr evaluation metric as compared to Recurrent
Decoder.

    ", Computer Vision and Pattern Recognition,recurrent neural networks,Analysis of Convolutional Decoder for Image Caption Generation
"  Fuzzy Cognitive Maps (FCMs) are considered a soft computing technique
combining elements of fuzzy logic and recurrent neural networks. They found
multiple application in such domains as modeling of system behavior, prediction
of time series, decision making and process control. Less attention, however,
has been turned towards using them in pattern classification. In this work we
propose an FCM based classifier with a fully connected map structure. In
contrast to methods that expect reaching a steady system state during
reasoning, we chose to execute a few FCM iterations (steps) before collecting
output labels. Weights were learned with a gradient algorithm and logloss or
cross-entropy were used as the cost function. Our primary goal was to verify,
whether such design would result in a descent general purpose classifier, with
performance comparable to off the shelf classical methods. As the preliminary
results were promising, we investigated the hypothesis that the performance of
$d$-step classifier can be attributed to a fact that in previous $d-1$ steps it
transforms the feature space by grouping observations belonging to a given
class, so that they became more compact and separable. To verify this
hypothesis we calculated three clustering scores for the transformed feature
space. We also evaluated performance of pipelines built from FCM-based data
transformer followed by a classification algorithm. The standard statistical
analyzes confirmed both the performance of FCM based classifier and its
capability to improve data. The supporting prototype software was implemented
in Python using TensorFlow library.

    ", Machine Learning,recurrent neural networks,Classification and Feature Transformation with Fuzzy Cognitive Maps
"  Human movement disorders or paralysis lead to the loss of control of muscle
activation and thus motor control. Functional Electrical Stimulation (FES) is
an established and safe technique for contracting muscles by stimulating the
skin above a muscle to induce its contraction. However, an open challenge
remains on how to restore motor abilities to human limbs through FES, as the
problem of controlling the stimulation is unclear. We are taking a robotics
perspective on this problem, by developing robot learning algorithms that
control the ultimate humanoid robot, the human body, through electrical muscle
stimulation. Human muscles are not trivial to control as actuators due to their
force production being non-stationary as a result of fatigue and other internal
state changes, in contrast to robot actuators which are well-understood and
stationary over broad operation ranges. We present our Deep Reinforcement
Learning approach to the control of human muscles with FES, using a recurrent
neural network for dynamic state representation, to overcome the unobserved
elements of the behaviour of human muscles under external stimulation. We
demonstrate our technique both in neuromuscular simulations but also
experimentally on a human. Our results show that our controller can learn to
manipulate human muscles, applying appropriate levels of stimulation to achieve
the given tasks while compensating for advancing muscle fatigue which arises
throughout the tasks. Additionally, our technique can learn quickly enough to
be implemented in real-world human-in-the-loop settings.

    ", Robotics,recurrent neural networks,I am Robot: Neuromuscular Reinforcement Learning to Actuate Human Limbs through Functional Electrical Stimulation
